0,1,2,3,4,5,6
0,0,4308.205,4315.513,4096.795,4170.256,4289.103
0,0,4294.744,4299.744,4082.179,4150.256,4268.077
0,0,4277.949,4311.41,4062.564,4148.59,4254.487
0,0,4299.359,4336.923,4065.128,4171.923,4281.41
0,0,4325.897,4349.744,4067.821,4182.564,4296.923
0,0,4296.923,4340.641,4048.077,4161.923,4270
0,0,4270.897,4322.564,4040.513,4146.41,4262.564
0,0,4297.436,4315.128,4056.41,4160.256,4279.744
0,0,4308.205,4318.718,4053.718,4168.077,4271.538
0,0,4286.154,4319.231,4034.872,4150.385,4257.436
0,0,4288.077,4319.744,4040.769,4145.256,4266.538
0,0,4304.872,4330.385,4061.282,4166.282,4282.051
0,0,4308.077,4336.538,4066.795,4175.385,4290.256
0,0,4305.256,4328.59,4061.667,4156.282,4277.692
0,0,4289.487,4318.077,4052.051,4128.462,4244.103
0,0,4272.436,4309.744,4040.897,4112.949,4228.59
0,0,4288.205,4312.564,4046.795,4127.051,4245.641
0,0,4314.872,4328.205,4066.538,4161.41,4267.308
0,0,4319.103,4328.974,4072.179,4176.282,4275.385
0,0,4314.359,4319.359,4064.231,4165.513,4265.641
0,0,4308.718,4336.538,4062.821,4161.282,4251.154
0,0,4304.103,4355.641,4068.462,4169.231,4258.846
0,0,4315.256,4339.103,4078.205,4171.282,4276.026
0,0,4325.641,4322.436,4085.769,4169.872,4273.462
0,0,4312.821,4325.256,4072.179,4171.667,4261.795
0,0,4298.077,4316.667,4049.487,4168.59,4254.872
0,0,4297.564,4308.077,4050.256,4162.949,4248.974
0,0,4299.487,4326.154,4058.205,4163.077,4251.667
0,0,4298.846,4341.538,4049.615,4162.564,4258.077
0,0,4298.462,4334.744,4053.462,4166.282,4258.205
0,0,4303.974,4333.846,4076.538,4186.282,4268.205
0,0,4310.385,4341.923,4075.128,4197.179,4278.333
0,0,4299.231,4338.333,4055.385,4181.282,4260.641
0,0,4286.41,4330,4063.846,4177.949,4249.359
0,0,4301.795,4329.359,4085.385,4200.128,4271.41
0,0,4315.385,4333.462,4079.615,4205.128,4277.051
0,0,4299.487,4343.205,4058.846,4188.077,4253.718
0,0,4290.641,4350.385,4049.103,4181.667,4251.538
0,0,4303.59,4344.231,4051.667,4184.615,4268.077
0,0,4307.179,4338.846,4058.59,4185.513,4270.769
0,0,4300.897,4337.692,4060.385,4188.333,4265.385
0,0,4301.154,4327.949,4060.385,4189.487,4260.641
0,0,4301.154,4325.256,4066.154,4186.923,4258.974
0,0,4298.077,4338.333,4065.385,4188.846,4267.821
0,0,4301.795,4341.538,4060.769,4197.179,4275
0,0,4312.821,4343.205,4075.128,4209.615,4276.41
0,0,4316.41,4364.487,4087.308,4219.231,4285
0,0,4300.641,4369.744,4067.564,4212.051,4282.564
0,0,4280.128,4343.846,4042.949,4189.231,4263.333
0,0,4280,4331.923,4038.59,4174.231,4266.282
0,0,4292.308,4341.41,4039.744,4179.615,4282.051
0,0,4290.641,4338.974,4039.615,4187.051,4270.897
0,0,4280.513,4333.205,4047.308,4186.41,4262.949
0,0,4286.026,4344.359,4063.846,4196.026,4282.692
0,0,4298.718,4352.692,4072.564,4206.667,4290.385
0,0,4291.154,4341.026,4055.256,4189.231,4278.205
0,0,4274.487,4329.103,4034.231,4172.179,4277.821
0,0,4284.359,4335.897,4041.154,4188.846,4289.615
0,0,4311.795,4344.744,4055.256,4203.974,4302.949
0,0,4316.41,4342.949,4057.564,4197.949,4310.513
0,0,4298.333,4349.359,4066.026,4198.846,4301.923
0,0,4291.538,4360,4076.795,4202.949,4292.821
0,0,4300.513,4348.462,4073.974,4196.026,4295.256
0,0,4297.949,4335.897,4064.487,4193.205,4291.154
0,0,4285.641,4345.641,4056.026,4197.051,4290
0,0,4295,4354.359,4060.256,4206.026,4312.564
0,0,4310,4353.59,4073.59,4217.564,4323.974
0,0,4286.41,4346.538,4057.308,4201.154,4295.128
0,0,4256.282,4327.692,4028.59,4169.487,4271.282
0,0,4275.128,4330.769,4047.564,4181.282,4289.872
0,0,4305.128,4357.821,4082.692,4214.744,4314.744
0,0,4300.385,4351.282,4075.769,4210.897,4312.949
0,0,4294.359,4328.462,4058.077,4192.308,4308.077
0,0,4304.744,4334.872,4056.923,4190.641,4313.077
0,0,4303.718,4334.103,4055.641,4194.359,4307.949
0,0,4292.308,4325.897,4054.615,4200.897,4298.59
0,0,4283.205,4343.974,4048.974,4200.385,4297.436
0,0,4281.667,4348.205,4040.897,4192.179,4294.487
0,0,4301.41,4335.769,4058.718,4208.846,4302.179
0,0,4323.333,4350.897,4076.923,4227.308,4324.231
0,0,4313.59,4357.821,4062.949,4211.154,4322.436
0,0,4297.564,4340.897,4061.667,4208.974,4302.179
0,0,4300.641,4342.692,4078.077,4224.872,4299.231
0,0,4297.051,4346.41,4064.487,4202.436,4297.051
0,0,4289.103,4345.897,4049.744,4187.692,4296.154
0,0,4301.282,4364.231,4065.513,4219.359,4319.615
0,0,4308.974,4361.41,4068.205,4221.795,4325.385
0,0,4299.103,4341.154,4056.923,4191.923,4297.436
0,0,4299.359,4356.282,4067.436,4195.897,4289.615
0,0,4297.949,4359.872,4069.744,4202.949,4292.179
0,0,4280.256,4326.41,4046.795,4184.872,4275.641
0,0,4283.974,4330.385,4047.949,4190,4282.821
